local_name,english_name,property_type,is_local,language,script,wp_code
El laberinto del fauno,Pan's Labyrinth,movies,True,Catalan,Latn,ca
Minecraft,Minecraft,video games,False,Catalan,Latn,ca
La Sagrada Família,Sagrada Família,landmarks,True,Catalan,Latn,ca
La Casa de Papel,Money Heist,tv shows,True,Catalan,Latn,ca
Harry Potter,Harry Potter,books,False,Catalan,Latn,ca
The Witcher,The Witcher,books,False,Catalan,Latn,ca
Barcelona FC,Barcelona FC,sports teams,True,Catalan,Latn,ca
The Lord of the Rings,The Lord of the Rings,books,False,Catalan,Latn,ca
Final Fantasy,Final Fantasy,video games,False,Catalan,Latn,ca
My Hero Academia,My Hero Academia,tv show,False,Cebuano,Latn,ceb
Lupin,Lupin,tv show,False,Cebuano,Latn,ceb
The Last of Us,The Last of Us,video game,False,Cebuano,Latn,ceb
Mobile Legends,Mobile Legends,video game,True,Cebuano,Latn,ceb
Goyo: Ang Batang Heneral,Goyo: The Boy General,movie,True,Cebuano,Latn,ceb
"Ang Hari sa Hari, Bato sa Bato","King of Kings, Rock of Ages",book,True,Cebuano,Latn,ceb
Harry Potter,Harry Potter,book,False,Cebuano,Latn,ceb
Breaking Bad,Breaking Bad,tv show,False,Cebuano,Latn,ceb
Ang Mga Super Nindot Na Adventures Sa Barkada,The Super Awesome Adventures of the Barkada,tv show,True,Cebuano,Latn,ceb
Marvel's Avengers,Marvel's Avengers,video game,False,Cebuano,Latn,ceb
Twilight,Twilight,book,False,Cebuano,Latn,ceb
Probinsyano,Probinsyano,tv show,True,Cebuano,Latn,ceb
Coco,Coco,movie,False,Cebuano,Latn,ceb
Hunger Games,Hunger Games,book,False,Cebuano,Latn,ceb
The Witcher,The Witcher,tv show,False,Cebuano,Latn,ceb
Dota 2,Dota 2,video game,False,Cebuano,Latn,ceb
Trese,Trese,tv show,True,Cebuano,Latn,ceb
NBA 2K,NBA 2K,video game,False,Cebuano,Latn,ceb
To All The Boys I've Loved Before,To All The Boys I've Loved Before,movie,False,Cebuano,Latn,ceb
PUBG,PUBG,video game,False,Cebuano,Latn,ceb
Attack on Titan,Attack on Titan,anime,False,Central Bikol,Latn,bcl
Pirates of the Caribbean,Pirates of the Caribbean,movies,False,Central Bikol,Latn,bcl
Final Fantasy,Final Fantasy,video games,False,Central Bikol,Latn,bcl
Cinderella,Cinderella,movies,False,Central Bikol,Latn,bcl
The Witcher,The Witcher,books,False,Central Bikol,Latn,bcl
Ang Probinsyano,Ang Probinsyano,tv shows,True,Central Bikol,Latn,bcl
Dragon Ball Z,Dragon Ball Z,anime,False,Central Bikol,Latn,bcl
Lilo & Stitch,Lilo & Stitch,movies,False,Central Bikol,Latn,bcl
Darna,Darna,comics,True,Central Bikol,Latn,bcl
Beauty and the Beast,Beauty and the Beast,movies,False,Central Bikol,Latn,bcl
Encantadia,Encantadia,tv shows,True,Central Bikol,Latn,bcl
Mobile Legends,Mobile Legends,video games,False,Central Bikol,Latn,bcl
Aladdin,Aladdin,movies,False,Central Bikol,Latn,bcl
Naruto,Naruto,anime,False,Central Bikol,Latn,bcl
Game of Thrones,Game of Thrones,tv shows,False,Central Bikol,Latn,bcl
Harry Potter,Harry Potter,books,False,Central Bikol,Latn,bcl
Lea Salonga,Lea Salonga,music,True,Central Bikol,Latn,bcl
The Lion King,The Lion King,movies,False,Central Bikol,Latn,bcl
Goblin,Goblin,tv shows,False,Central Bikol,Latn,bcl
Panday,Panday,movies,True,Central Bikol,Latn,bcl
知音漫客,Shonen Jump,books,False,Chinese (written vernacular),Hans/Hant,zh
魔道祖师,The Founder of Diabolism,books,True,Chinese (written vernacular),Hans/Hant,zh
天龙八部,Demi-Gods and Semi-Devils,books,True,Chinese (written vernacular),Hans/Hant,zh
源氏物语,The Tale of Genji,books,False,Chinese (written vernacular),Hans/Hant,zh
妖精的尾巴,Fairy Tail,tv shows,False,Chinese (written vernacular),Hans/Hant,zh
守望先锋,Overwatch,video games,False,Chinese (written vernacular),Hans/Hant,zh
哈利 波特,Harry Potter,books,False,Chinese (written vernacular),Hans/Hant,zh
权力的游戏,Game of Thrones,tv shows,False,Chinese (written vernacular),Hans/Hant,zh
三体,The Three-Body Problem,books,True,Chinese (written vernacular),Hans/Hant,zh
复仇者联盟,The Avengers,movies,False,Chinese (written vernacular),Hans/Hant,zh
英雄联盟,League of Legends,video games,False,Chinese (written vernacular),Hans/Hant,zh
西游记,Journey to the West,books,True,Chinese (written vernacular),Hans/Hant,zh
死神,Bleach,tv shows,False,Chinese (written vernacular),Hans/Hant,zh
红楼梦,Dream of the Red Chamber,books,True,Chinese (written vernacular),Hans/Hant,zh
新白娘子传奇,The Legend of White Snake,tv shows,True,Chinese (written vernacular),Hans/Hant,zh
阴阳师,Onmyoji,video games,True,Chinese (written vernacular),Hans/Hant,zh
哆啦A梦,Doraemon,tv shows,False,Chinese (written vernacular),Hans/Hant,zh
三国演义,Romance of the Three Kingdoms,books,True,Chinese (written vernacular),Hans/Hant,zh
流星花园,Meteor Garden,tv shows,True,Chinese (written vernacular),Hans/Hant,zh
权力游戏,Game of Thrones,tv shows,False,Chinese (written vernacular),Hans/Hant,zh
Gavran,The Raven,books,True,Croatian,Latn,hr
Gospodin i gospođa Smith,Mr. & Mrs. Smith,movies,False,Croatian,Latn,hr
Super Mario,Super Mario,video games,False,Croatian,Latn,hr
Prijatelji,Friends,tv shows,False,Croatian,Latn,hr
Gospodar prstenova,The Lord of the Rings,movies,False,Croatian,Latn,hr
The Witcher,The Witcher,video games,False,Croatian,Latn,hr
Harry Potter,Harry Potter,books,False,Croatian,Latn,hr
Igra prijestolja,Game of Thrones,tv shows,False,Croatian,Latn,hr
Larina igraonica,Lara's Gaming Room,video games,True,Croatian,Latn,hr
Sumrak,Twilight,books,False,Croatian,Latn,hr
Ludi građevinci,Crazy Engineers,tv shows,True,Croatian,Latn,hr
Snježna kraljica,Snow Queen,books,False,Croatian,Latn,hr
Društvo mrtvih pjesnika,Dead Poets Society,movies,False,Croatian,Latn,hr
Kvartet iz Bloomsburya,The Bloomsbury Quartet,books,True,Croatian,Latn,hr
Prokleta je Amerika,Damned America,movies,True,Croatian,Latn,hr
Minecraft,Minecraft,video games,False,Croatian,Latn,hr
Kosti,Bones,tv shows,False,Croatian,Latn,hr
Bijeli očnjak,White Fang,books,False,Croatian,Latn,hr
Muškarci sa Marsova,Men from Mars,movies,True,Croatian,Latn,hr
Crni gruja,Black Gruja,tv shows,True,Croatian,Latn,hr
S tebou mě baví svět,The World is Amusing with You,movies,True,Czech,Latn,cs
Kantina,The Cantina,tv shows,True,Czech,Latn,cs
Zaklínač,The Witcher,video games,False,Czech,Latn,cs
Hra o trůny – píseň ledu a ohně,Game of Thrones - A Song of Ice and Fire,books,False,Czech,Latn,cs
Okarína z času,Ocarina of Time,video games,False,Czech,Latn,cs
Slovensko od A do Z,Slovakia from A to Z,books,True,Czech,Latn,cs
Harry Potter,Harry Potter,books,False,Czech,Latn,cs
Pán prstenů,The Lord of the Rings,books,False,Czech,Latn,cs
Hra o trůny,Game of Thrones,tv shows,False,Czech,Latn,cs
Černý kůň,Black Mirror,tv shows,False,Czech,Latn,cs
Ledové království,Frozen,movies,False,Czech,Latn,cs
Lichožrouti,The BFG,books,False,Czech,Latn,cs
Pět pohádek,Five Nights at Freddy's,video games,False,Czech,Latn,cs
Český Pán prstenů,Czech Lord of the Rings,books,True,Czech,Latn,cs
Rodinná pouta,Family Ties,tv shows,True,Czech,Latn,cs
Pelíšky,Cosy Dens,movies,True,Czech,Latn,cs
Euro Truck Simulator 2,Euro Truck Simulator 2,video games,True,Czech,Latn,cs
Páni kluci,Cool Runnings,movies,False,Czech,Latn,cs
Šíleně smutná princezna,The Very Sad Princess,books,True,Czech,Latn,cs
Přátelé,Friends,tv shows,False,Czech,Latn,cs
Wallander,Wallander,tv shows,True,Danish,Latn,da
Anno 1800,Anno 1800,video games,False,Danish,Latn,da
Star Wars,Star Wars,movies,False,Danish,Latn,da
Fifa,Fifa,video games,False,Danish,Latn,da
Far til fire,Father of Four,movies,True,Danish,Latn,da
Jumanji,Jumanji,movies,False,Danish,Latn,da
Harry Potter,Harry Potter,books,False,Danish,Latn,da
Matador,Matador,tv shows,True,Danish,Latn,da
Forbrydelsen,The Killing,tv shows,True,Danish,Latn,da
Ringenes Herre,The Lord of the Rings,books,False,Danish,Latn,da
Hunger Games,Hunger Games,books,False,Danish,Latn,da
Pokemon,Pokemon,video games,False,Danish,Latn,da
Dansk Melodi Grand Prix,Eurovision Song Contest,tv shows,True,Danish,Latn,da
Borgen,Borgen,tv shows,True,Danish,Latn,da
Downton Abbey,Downton Abbey,tv shows,False,Danish,Latn,da
Minecraft,Minecraft,video games,False,Danish,Latn,da
Pippi Langstrømpe,Pippi Longstocking,books,True,Danish,Latn,da
Verden Ifølge Garp,The World According to Garp,books,True,Danish,Latn,da
Venner,Friends,tv shows,False,Danish,Latn,da
Broen,The Bridge,tv shows,True,Danish,Latn,da
Borgen,Borgen,tv shows,True,Dutch,Latn,nl
The Legend of Zelda,The Legend of Zelda,video games,False,Dutch,Latn,nl
The Little Mermaid,The Little Mermaid,movies,False,Dutch,Latn,nl
Assassin's Creed,Assassin's Creed,video games,False,Dutch,Latn,nl
Star Wars,Star Wars,movies,False,Dutch,Latn,nl
The Walking Dead,The Walking Dead,tv shows,False,Dutch,Latn,nl
The Witcher,The Witcher,video games,False,Dutch,Latn,nl
Asterix & Obelix,Asterix & Obelix,comics,True,Dutch,Latn,nl
The Simpsons,The Simpsons,tv shows,False,Dutch,Latn,nl
Minecraft,Minecraft,video games,False,Dutch,Latn,nl
Miffy (Nijntje),Miffy (Nijntje),books,True,Dutch,Latn,nl
The Hunger Games,The Hunger Games,books,False,Dutch,Latn,nl
Pippi Longstocking,Pippi Longstocking,books,True,Dutch,Latn,nl
Lord of the Rings,Lord of the Rings,books,False,Dutch,Latn,nl
Game of Thrones,Game of Thrones,tv shows,False,Dutch,Latn,nl
Harry Potter,Harry Potter,books,False,Dutch,Latn,nl
Frozen,Frozen,movies,False,Dutch,Latn,nl
Tintin,Tintin,comics,False,Dutch,Latn,nl
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,books,False,Dutch,Latn,nl
Dutch Fairy Tales,Dutch Fairy Tales,books,True,Dutch,Latn,nl
مغامرات توم سوير,The Adventures of Tom Sawyer,books,False,Egyptian Arabic,Arab,arz
المغامرة المستحيلة,The Impossible Adventure,movies,True,Egyptian Arabic,Arab,arz
فريج بونجور,Friends,tv shows,False,Egyptian Arabic,Arab,arz
الأسد الملك,The Lion King,movies,False,Egyptian Arabic,Arab,arz
أسطورة,Legend,movies,False,Egyptian Arabic,Arab,arz
الأوراق المتساقطة,The Fallen Leaves,books,True,Egyptian Arabic,Arab,arz
هاري بوتر,Harry Potter,books,False,Egyptian Arabic,Arab,arz
سندريلا,Cinderella,movies,False,Egyptian Arabic,Arab,arz
الساحرة الصغيرة,The Little Mermaid,movies,False,Egyptian Arabic,Arab,arz
الفيل الأزرق,The Blue Elephant,movies,True,Egyptian Arabic,Arab,arz
العين الساهرة,The Watchful Eye,tv shows,True,Egyptian Arabic,Arab,arz
الرجل الحديدي,Iron Man,movies,False,Egyptian Arabic,Arab,arz
مسلسلات رمضان,Ramadan TV series,tv shows,True,Egyptian Arabic,Arab,arz
قصة زوجة,The Wife's Tale,books,True,Egyptian Arabic,Arab,arz
فول الصويا,Soy Luna,tv shows,False,Egyptian Arabic,Arab,arz
قطة على جدار ساخن,Cat on a Hot Tin Roof,movies,False,Egyptian Arabic,Arab,arz
بينوكيو,Pinocchio,movies,False,Egyptian Arabic,Arab,arz
أمير البحار,Prince of the Seas,tv shows,True,Egyptian Arabic,Arab,arz
قلب فلسطين,Palestine Heart,books,True,Egyptian Arabic,Arab,arz
مملكة الحيوان,Animal Kingdom,tv shows,False,Egyptian Arabic,Arab,arz
The Office,The Office,tv shows,True,English,Latn,en
Mortal Kombat,Mortal Kombat,video games,True,English,Latn,en
Jurassic Park,Jurassic Park,movies,True,English,Latn,en
Fallout,Fallout,video games,False,English,Latn,en
The Witcher,The Witcher,books,False,English,Latn,en
Stranger Things,Stranger Things,tv shows,True,English,Latn,en
The Walking Dead,The Walking Dead,tv shows,True,English,Latn,en
Percy Jackson,Percy Jackson,books,True,English,Latn,en
Sherlock,Sherlock,tv shows,True,English,Latn,en
Skyrim,Skyrim,video games,False,English,Latn,en
The Avengers,The Avengers,movies,True,English,Latn,en
The Lord of the Rings,The Lord of the Rings,books,False,English,Latn,en
Doctor Who,Doctor Who,tv shows,True,English,Latn,en
Game of Thrones,Game of Thrones,tv shows,True,English,Latn,en
Star Wars,Star Wars,movies,False,English,Latn,en
Harry Potter,Harry Potter,books,True,English,Latn,en
Super Mario,Super Mario,video games,True,English,Latn,en
Avatar: The Last Airbender,Avatar: The Last Airbender,tv shows,True,English,Latn,en
The Hunger Games,The Hunger Games,movies,True,English,Latn,en
Marvel,Marvel,comics,True,English,Latn,en
Supernatura,Supernatural,tv shows,False,Esperanto,Latn,eo
La Mastro de l'Ombroj,The Lord of the Rings,books,False,Esperanto,Latn,eo
Zelda,The Legend of Zelda,video games,False,Esperanto,Latn,eo
Lumo kaj Mallumo,Light and Dark,books,True,Esperanto,Latn,eo
La Simareto,The Little Mermaid,books,False,Esperanto,Latn,eo
Neĥlandaj Kronikoj,Chronicles of Narnia,books,False,Esperanto,Latn,eo
La Hobito,The Hobbit,books,False,Esperanto,Latn,eo
Mistika Infanoj,Stranger Things,tv shows,False,Esperanto,Latn,eo
La Mastro de l'Ombroj,The Lord of the Rings,movies,False,Esperanto,Latn,eo
Super Mario Bros,Super Mario Bros,video games,False,Esperanto,Latn,eo
La Koramikaro,The Vampire Diaries,tv shows,False,Esperanto,Latn,eo
La Mirakla Maŝino de la Tempo,The Time Machine,books,False,Esperanto,Latn,eo
"Mortigi, Kolekti",Assassin's Creed,video games,False,Esperanto,Latn,eo
La Simareto,The Little Mermaid,movies,False,Esperanto,Latn,eo
Cent Jaroj de Soleco,One Hundred Years of Solitude,books,False,Esperanto,Latn,eo
Pokémon,Pokémon,tv shows,False,Esperanto,Latn,eo
La Hobito,The Hobbit,movies,False,Esperanto,Latn,eo
Star Wars,Star Wars,movies,False,Esperanto,Latn,eo
La Kurioza Vivo de Benjamin Button,The Curious Case of Benjamin Button,movies,False,Esperanto,Latn,eo
Strangaĵoj,Weird Tales,books,True,Esperanto,Latn,eo
Legendid,Legends,books,False,Estonian,Latn,et
Kättemaksukontor,The Office of Revenge,tv show,True,Estonian,Latn,et
Küberpunk,Cyberpunk,video games,False,Estonian,Latn,et
Õnne 13,Lucky 13,tv shows,True,Estonian,Latn,et
Kriminalistid,Criminal Minds,tv shows,False,Estonian,Latn,et
Kaksiktornid,The Two Towers,books,False,Estonian,Latn,et
Sõrmuste isand,The Lord of the Rings,books,False,Estonian,Latn,et
Troonide mäng,Game of Thrones,tv shows,False,Estonian,Latn,et
Kevade,Spring,books,True,Estonian,Latn,et
Vehkleja,The Fencer,movies,True,Estonian,Latn,et
Tõde ja õigus,Truth and Justice,books,True,Estonian,Latn,et
Klass,The Class,movies,True,Estonian,Latn,et
Võsa,The Thicket,movies,False,Estonian,Latn,et
Pöörispind,Stranger Things,tv shows,False,Estonian,Latn,et
Kohtumõistja,Judge,movies,True,Estonian,Latn,et
Kadunud,Lost,tv shows,False,Estonian,Latn,et
Siin me oleme,Here We Are,books,True,Estonian,Latn,et
Viimne reliikvia,The Last Relic,movies,True,Estonian,Latn,et
Pealtnägija,Eyewitness,tv shows,True,Estonian,Latn,et
Mängurid,Gamers,books,False,Estonian,Latn,et
Conan the Barbarian,Conan the Barbarian,movies,False,Finnish,Latn,fi
Final Fantasy,Final Fantasy,video games,False,Finnish,Latn,fi
Rölli,Rölli,tv shows,True,Finnish,Latn,fi
Durarara!!,Durarara!!,tv shows,False,Finnish,Latn,fi
Angry Birds,Angry Birds,video games,True,Finnish,Latn,fi
Harry Potter,Harry Potter,books,False,Finnish,Latn,fi
Game of Thrones,Game of Thrones,tv shows,False,Finnish,Latn,fi
Moomins,Moomins,tv shows,True,Finnish,Latn,fi
Star Wars,Star Wars,movies,False,Finnish,Latn,fi
The Witcher,The Witcher,tv shows,False,Finnish,Latn,fi
Hitman,Hitman,video games,False,Finnish,Latn,fi
Lord of the Rings,Lord of the Rings,books,False,Finnish,Latn,fi
Kalevala,Kalevala,books,True,Finnish,Latn,fi
Ninjago,Ninjago,tv shows,False,Finnish,Latn,fi
Clash of Clans,Clash of Clans,video games,False,Finnish,Latn,fi
Tove Jansson,Tove Jansson,books,True,Finnish,Latn,fi
Frozen,Frozen,movies,False,Finnish,Latn,fi
Assassin's Creed,Assassin's Creed,video games,False,Finnish,Latn,fi
Tom of Finland,Tom of Finland,art,True,Finnish,Latn,fi
The Bridge,The Bridge,tv shows,True,Finnish,Latn,fi
Les Trois Mousquetaires,The Three Musketeers,books,True,French,Latn,fr
The Legend of Zelda,The Legend of Zelda,video games,False,French,Latn,fr
Stranger Things,Stranger Things,tv shows,False,French,Latn,fr
Le Fabuleux Destin d'Amélie Poulain,Amélie,movies,True,French,Latn,fr
Friends,Friends,tv shows,False,French,Latn,fr
Le Comte de Monte-Cristo,The Count of Monte Cristo,books,True,French,Latn,fr
Grand Theft Auto,Grand Theft Auto,video games,False,French,Latn,fr
The Intouchables,The Intouchables,movies,True,French,Latn,fr
La Casa de Papel,Money Heist,tv shows,True,French,Latn,fr
Sherlock Holmes,Sherlock Holmes,books,False,French,Latn,fr
Le Journal d'Anne Frank,The Diary of a Young Girl,books,True,French,Latn,fr
The Witcher,The Witcher,video games,False,French,Latn,fr
Ratatouille,Ratatouille,movies,True,French,Latn,fr
Les Misérables,Les Misérables,books,True,French,Latn,fr
Breaking Bad,Breaking Bad,tv shows,False,French,Latn,fr
Assassin's Creed,Assassin's Creed,video games,False,French,Latn,fr
Amélie,Amélie,movies,True,French,Latn,fr
Game of Thrones,Game of Thrones,tv shows,False,French,Latn,fr
Le Petit Prince,The Little Prince,books,True,French,Latn,fr
Harry Potter,Harry Potter,books,False,French,Latn,fr
Piratas do Caribe,Pirates of the Caribbean,movies,False,Galician,Latn,gl
A Escola do Terror,School of Fear,books,False,Galician,Latn,gl
Dungeons & Dragons,Dungeons & Dragons,video games,False,Galician,Latn,gl
Matilda,Matilda,books,False,Galician,Latn,gl
Os Bolechas,The Bolechas,tv shows,True,Galician,Latn,gl
Os Croods,The Croods,movies,False,Galician,Latn,gl
Os Simpsons,The Simpsons,tv shows,False,Galician,Latn,gl
Spider-Man,Spider-Man,movies,False,Galician,Latn,gl
O Príncipe e o Mendigo,The Prince and the Pauper,books,False,Galician,Latn,gl
A Casa de Mickey Mouse,Mickey Mouse Clubhouse,tv shows,False,Galician,Latn,gl
María Pita,María Pita,tv shows,True,Galician,Latn,gl
Ana de las Tejas Verdes,Anne of Green Gables,books,False,Galician,Latn,gl
Pokémon,Pokémon,video games,False,Galician,Latn,gl
O Laberinto de Fauno,Pan's Labyrinth,movies,False,Galician,Latn,gl
Juego de Tronos,Game of Thrones,tv shows,False,Galician,Latn,gl
El Señor dos Anéis,The Lord of the Rings,books,False,Galician,Latn,gl
Harry Potter,Harry Potter,books,False,Galician,Latn,gl
Super Mario,Super Mario,video games,False,Galician,Latn,gl
Dora a Exploradora,Dora the Explorer,tv shows,False,Galician,Latn,gl
A Conxura de Amergín,The Conquest of Amergin,books,True,Galician,Latn,gl
სიმონის წმინდა პირი,Simon's Cat,web series,False,Georgian,Geor,ka
ბრაწების ჰუმორები,Brooklyn Nine-Nine,tv shows,False,Georgian,Geor,ka
დონ ჯუანი,Don Juan,books,False,Georgian,Geor,ka
ქრისტალი,Frozen,movies,True,Georgian,Geor,ka
თხასიანება გადაერთიანება,The Avengers,movies,False,Georgian,Geor,ka
მე თქვენგავრდა,Me Before You,books,False,Georgian,Geor,ka
ლუქა მოდერატორი,Luke Skywalker,movies,False,Georgian,Geor,ka
ომი და მშვიდობის ბურთულები,War and Peace,books,False,Georgian,Geor,ka
სასახლე,Home Alone,movie,False,Georgian,Geor,ka
თარგმანი,Translation,movie,True,Georgian,Geor,ka
სამჟავში მუდამ მშვიდობისას,The Lord of the Rings,books,False,Georgian,Geor,ka
იანი ბშნკე,Jane Bond,movies,False,Georgian,Geor,ka
მე და ჩემი თანამგრძნობლები,Me and My Doppelgängers,tv shows,True,Georgian,Geor,ka
მეხი დილი,Midnight Sun,books,False,Georgian,Geor,ka
კურდნელი ქალი,Bitter Woman,movies,True,Georgian,Geor,ka
შრი და ლოტერი,Sherlock and Watson,tv shows,False,Georgian,Geor,ka
მოკლედ ნატხებს,Brief Encounters,tv shows,True,Georgian,Geor,ka
დაიმრგვა,Wonder,books,False,Georgian,Geor,ka
კოსის მახინჯა,Guardians of the Galaxy,movies,False,Georgian,Geor,ka
დთბთ-ალწთ-წკთ,Puss in Boots,movies,True,Georgian,Geor,ka
Pippi Langstrumpf,Pippi Longstocking,books,False,German,Latn,de
Assassin's Creed,Assassin's Creed,video games,False,German,Latn,de
Die Säulen der Erde,The Pillars of the Earth,books,True,German,Latn,de
James Bond,James Bond,movies,False,German,Latn,de
Zelda,The Legend of Zelda,video games,False,German,Latn,de
Resident Evil,Resident Evil,video games,False,German,Latn,de
Harry Potter,Harry Potter,books,False,German,Latn,de
Herr der Ringe,The Lord of the Rings,books,False,German,Latn,de
Tatort,Crime Scene,tv shows,True,German,Latn,de
Das Parfum,Perfume: The Story of a Murderer,books,True,German,Latn,de
Der König der Löwen,The Lion King,movies,False,German,Latn,de
Der Medicus,The Physician,books,True,German,Latn,de
Bibi Blocksberg,Bibi Blocksberg,tv shows,True,German,Latn,de
Star Wars,Star Wars,movies,False,German,Latn,de
Die unendliche Geschichte,The NeverEnding Story,books,True,German,Latn,de
Die drei Fragezeichen,The Three Investigators,books,True,German,Latn,de
Werner,Werner,movies,True,German,Latn,de
Game of Thrones,Game of Thrones,tv shows,False,German,Latn,de
Der kleine Prinz,The Little Prince,books,False,German,Latn,de
Sherlock Holmes,Sherlock Holmes,books,False,German,Latn,de
Η Συναυλία του Χάους,The Concert of Chaos,music,True,Greek,Grek,el
Το Τραγούδι του Βουνού,The Song of the Mountain,books,True,Greek,Grek,el
Η Μέρες της Ανοχής,The Days of Tolerance,books,True,Greek,Grek,el
Η Όπερα των Ναυαγών,The Opera of the Castaways,books,True,Greek,Grek,el
Η Κόρη της Πυρκαγιάς,The Daughter of Fire,books,True,Greek,Grek,el
Ο Άρχοντας των Δαχτυλιδιών,The Lord of the Rings,books,False,Greek,Grek,el
Η Λέσχη των Μυστικών,The Secret Circle,tv shows,False,Greek,Grek,el
Το Θαύμα της Θάλασσας των Περιδένδρων,The Little Mermaid,movies,False,Greek,Grek,el
Το Παιχνίδι των Τρόλ,Trollhunters,tv shows,False,Greek,Grek,el
Η Άνοιξη της Καρδιάς,Spring Awakening,theater,False,Greek,Grek,el
Η Μούρη του Μονολίθου,The Face of the Monolith,books,True,Greek,Grek,el
Το Σώμα μου για Κομμάτια,My Body for Pieces,books,False,Greek,Grek,el
Πολεμικές Τέχνες,Martial Arts,sports,True,Greek,Grek,el
Το Τραγούδι της Ποίησης,The Song of Poetry,books,True,Greek,Grek,el
Ο Μαγικός Κήπος,The Secret Garden,books,False,Greek,Grek,el
Η Φυλή της Κούκλας,The Tribe of the Doll,books,True,Greek,Grek,el
Οι Αδελφές Μαρτί,The Sisters of Mercy,books,True,Greek,Grek,el
Ο Πρίγκιπας της Σκοτεινής Εποχής,The Prince of the Dark Ages,books,True,Greek,Grek,el
Ο Δράκος του Χειμώνα,The Dragon of Winter,books,True,Greek,Grek,el
Το Παίρνει η Αδερφή μου,My Sister's Keeper,books,False,Greek,Grek,el
Assassin's Creed,Assassin's Creed,video games,False,Hausa,Latn,ha
Daurin Rai,Weathering with You,movies,False,Hausa,Latn,ha
Black Panther,Black Panther,movies,False,Hausa,Latn,ha
Sake Ofara,Star Wars,movies,False,Hausa,Latn,ha
Kyanmi,Jumanji,movies,False,Hausa,Latn,ha
The Last of Us,The Last of Us,video games,False,Hausa,Latn,ha
Labarin Soyayya,Love Story,books,True,Hausa,Latn,ha
Matan Kauri,Wonder Woman,movies,False,Hausa,Latn,ha
Tsarin Fanon,Harry Potter,books,False,Hausa,Latn,ha
Kwana Casa'in,Game of Thrones,tv shows,False,Hausa,Latn,ha
Warrior,Warrior,tv shows,False,Hausa,Latn,ha
Kwana II,Crown II,tv shows,True,Hausa,Latn,ha
Dukiyar Zamani,Back to the Future,movies,False,Hausa,Latn,ha
Duniyar Nan,The Matrix,movies,False,Hausa,Latn,ha
Kwana,Crown,tv shows,True,Hausa,Latn,ha
Nana Asma'u,Nana Asma'u,books,True,Hausa,Latn,ha
Baure,Thor,movies,False,Hausa,Latn,ha
Mahaifiyata,The Wives,books,True,Hausa,Latn,ha
Nollywood,Nollywood,movies,True,Hausa,Latn,ha
Cyberpunk 2077,Cyberpunk 2077,video games,False,Hausa,Latn,ha
דוגמא,Example,movies,True,Hebrew,Hebr,he
אלהים אשר נפלו על  הארץ,Gods Who Fell on Earth,books,True,Hebrew,Hebr,he
יפני  באים לא,Japanese Not Coming,tv shows,True,Hebrew,Hebr,he
בכל רמות,In All Layers,books,True,Hebrew,Hebr,he
דעם,The Dam,movies,True,Hebrew,Hebr,he
הם,Them,tv shows,False,Hebrew,Hebr,he
הארי פוטר,Harry Potter,books,False,Hebrew,Hebr,he
סלטר האוס,Shtisel,tv shows,True,Hebrew,Hebr,he
תפיסת הספקטרום,Specter of the Past,books,False,Hebrew,Hebr,he
צהוב דק,Breaking Bad,tv shows,False,Hebrew,Hebr,he
משחקי הכס,Game of Thrones,tv shows,False,Hebrew,Hebr,he
אמקלט,Escape,movies,True,Hebrew,Hebr,he
סמפסון,The Simpsons,tv shows,False,Hebrew,Hebr,he
משחקי הכס: הסדרת הספרים,A Song of Ice and Fire,books,False,Hebrew,Hebr,he
הוביט,The Hobbit,books,False,Hebrew,Hebr,he
אטלנטיס,Atlantis,movies,False,Hebrew,Hebr,he
טרון: יקום ניצחון,Tron,movies,False,Hebrew,Hebr,he
משחקי הכס: המשחק הרעוע,The Rains of Castamere,books,False,Hebrew,Hebr,he
דווח על רצח,Making a Murderer,tv shows,False,Hebrew,Hebr,he
הצל של מאיה,Maya's Shadow,movies,True,Hebrew,Hebr,he
महासगर के लुटेरे,Pirates of the Caribbean,movie,False,Hindi,Deva,hi
आइरन मैन,Iron Man,movie,False,Hindi,Deva,hi
गर्म देवी,Hot Goddess,book,True,Hindi,Deva,hi
जुर्रासिक पार्क,Jurassic Park,movie,False,Hindi,Deva,hi
रामायण,Ramayana,tv show,True,Hindi,Deva,hi
दरबार,The Crown,tv show,False,Hindi,Deva,hi
दर्द-ए-दिल,Dard-E-Dil,book,True,Hindi,Deva,hi
शोले,Sholay,movie,True,Hindi,Deva,hi
फ्रेंड्स,Friends,tv show,False,Hindi,Deva,hi
दिलवाले दुल्हनिया ले जायेंगे,Dilwale Dulhania Le Jayenge,movie,True,Hindi,Deva,hi
अलादीन,Aladdin,movie,False,Hindi,Deva,hi
गेम ऑफ़ थ्रोन्स,Game of Thrones,tv show,False,Hindi,Deva,hi
बाहुबली,Baahubali,movie,True,Hindi,Deva,hi
लाइफ इस स्ट्रेंज,Life is Strange,video game,False,Hindi,Deva,hi
दंगल,Dangal,movie,True,Hindi,Deva,hi
हरी पॉटर,Harry Potter,books,False,Hindi,Deva,hi
महाभारत,Mahabharata,tv show,True,Hindi,Deva,hi
क्या रंग प्यार का,What the Color of Love,book,True,Hindi,Deva,hi
लियॉन किंग,The Lion King,movie,False,Hindi,Deva,hi
